id	filename	md5	size	state
0604fe41-2ade-4a62-add8-b8888508de8f	0604fe41-2ade-4a62-add8-b8888508de8f/b42ab2e1-8902-4842-ae17-8ac156a8aaf7.wxs.aliquot_ensemble_masked.maf.gz	789d102a49ddbb0c2301a26fd121da5c	45807	validated
0b893e93-dd75-4593-b1b3-336bcebb5bfd	0b893e93-dd75-4593-b1b3-336bcebb5bfd/a5befb51-702c-4e71-ba8b-9f9cb04ae9c1.wxs.aliquot_ensemble_masked.maf.gz	2e06181df5412dc8cdeb5a19eeac1cdb	18135	validated
3050678f-ea4a-419a-9553-ade8d2411e88	3050678f-ea4a-419a-9553-ade8d2411e88/1146eae8-cf57-410f-9637-7e404ebcc274.wxs.aliquot_ensemble_masked.maf.gz	ee7902f571b0f33377d955667b71ea39	345399	validated
345f1cca-aabd-493a-b873-e6c3c3e5910f	345f1cca-aabd-493a-b873-e6c3c3e5910f/e1579ac6-e964-463a-9121-36cf21144620.wxs.aliquot_ensemble_masked.maf.gz	00e1b9be50c2d271a59d727a19dac8bf	124012	validated
5bd51e0a-3c35-4343-88fd-e481ec420ded	5bd51e0a-3c35-4343-88fd-e481ec420ded/9c40ab9e-1aea-4e58-a3de-c656409e96f0.wxs.aliquot_ensemble_masked.maf.gz	4cbeef6395c5d9c09f1a43528606af87	3735	validated
67929cd7-8ce6-4fae-b44e-9c123366666e	67929cd7-8ce6-4fae-b44e-9c123366666e/0f9f350b-96b1-4e90-a103-624ab3289891.wxs.aliquot_ensemble_masked.maf.gz	c9258771ed5b7a11e487dc3f4cb6380f	14192	validated
715bb9b5-0819-4e8e-9efe-f38e24d9f142	715bb9b5-0819-4e8e-9efe-f38e24d9f142/a508d3c7-72da-4149-84a0-292da3558fb8.wxs.aliquot_ensemble_masked.maf.gz	54f0ea2403aae3e47b5193c06128273e	12854	validated
800af215-08e1-4911-9976-5c50cadbffa5	800af215-08e1-4911-9976-5c50cadbffa5/f43001d4-b3f7-4cc3-a6f3-ccc7684096d8.wxs.aliquot_ensemble_masked.maf.gz	1de5e9c2a86852cfdf51e3514b656c96	33133	validated
9a09f5eb-719e-4b40-a83f-cc609c5252c6	9a09f5eb-719e-4b40-a83f-cc609c5252c6/64a87a6e-49fe-4416-8272-38833006c015.wxs.aliquot_ensemble_masked.maf.gz	cc0667b6353ce4dbc3b9667bee257edb	155145	validated
b57794b8-77dd-42a3-931b-5ca6e6ca3030	b57794b8-77dd-42a3-931b-5ca6e6ca3030/a41c93c6-e79d-4852-953a-c0597f74d0c7.wxs.aliquot_ensemble_masked.maf.gz	87e1f03ae5e027d508a8425c156f260e	18160	validated
b635cad7-32d0-497b-bb81-99beff246299	b635cad7-32d0-497b-bb81-99beff246299/e44aa3c5-c177-4499-8b95-3c5c6db4e780.wxs.aliquot_ensemble_masked.maf.gz	673d04cec5e5452fd1ad15a7ce5f6721	14916	validated
d1b83294-f226-4a26-b60c-601ea22ba6b0	d1b83294-f226-4a26-b60c-601ea22ba6b0/3fa2c611-fe96-41ec-8a00-2b46cd730896.wxs.aliquot_ensemble_masked.maf.gz	aa582533600f13eb7536be30c034e975	28569	validated
d472f29e-ce7e-4ad4-a309-25f9a03d9199	d472f29e-ce7e-4ad4-a309-25f9a03d9199/c110f524-8d21-42ae-b391-78fd09e47a02.wxs.aliquot_ensemble_masked.maf.gz	3d7385ace0aed84a4c31ad13ede4774a	14599	validated
da51eb21-62b2-48f5-9f8c-a05248ac3c63	da51eb21-62b2-48f5-9f8c-a05248ac3c63/fe22b003-4498-4772-b50f-c597b2b4ba2b.wxs.aliquot_ensemble_masked.maf.gz	32300b0c0810e04ed34f1109861917f6	24224	validated
e07a5517-ab7e-4367-971b-7719c3273a1c	e07a5517-ab7e-4367-971b-7719c3273a1c/b342cdbc-5af1-4ed9-baf3-d7c129ee75a7.wxs.aliquot_ensemble_masked.maf.gz	9bf9332e6bfac48f9ae71e2e1f69fb91	20236	validated
e0afe821-cb8e-487a-8fe5-92e7f9e3d137	e0afe821-cb8e-487a-8fe5-92e7f9e3d137/84974264-b654-4f88-bdd4-0ee18f90d7d8.wxs.aliquot_ensemble_masked.maf.gz	14f5ee4bc63f664b7be743174e3a8a36	76272	validated
f81ec158-a3c2-4ec6-bc47-5bb39e297ad9	f81ec158-a3c2-4ec6-bc47-5bb39e297ad9/44401e97-e401-47ae-85ed-611e462497e1.wxs.aliquot_ensemble_masked.maf.gz	831e6b61fc3e0994cc569c78727c7d2b	153092	validated
fc12fe01-bdd0-48c2-865e-35717f1c4c79	fc12fe01-bdd0-48c2-865e-35717f1c4c79/da73d463-b49a-48ec-85cd-20583a3c14ba.wxs.aliquot_ensemble_masked.maf.gz	7296850841ff585a80ee69239f7582e9	73221	validated
